contract_symbol,last_trade_date,strike,last_price,bid,ask,change,percent_change,volume,open_interest,implied_volatility,in_the_money,contract_size,currency,expiration,type,date_pulled
AAPL270115C00125000,2025-09-23 17:09:46+00:00,125.0,136.77,137.55,139.3,0.0,0.0,1.0,216,0.55273884765625,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00130000,2025-10-03 13:32:23+00:00,130.0,132.2,133.1,134.75,0.0,0.0,1.0,364,0.5399215930175782,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00135000,2025-09-26 15:07:59+00:00,135.0,128.18,128.65,129.95,0.0,0.0,1.0,1571,0.5241136456298827,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00140000,2025-09-24 18:14:41+00:00,140.0,119.85,124.3,125.45,0.0,0.0,150.0,1568,0.5127001855468749,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00145000,2025-10-06 17:07:40+00:00,145.0,120.7,119.85,121.45,-0.9000015,-0.74013287,1.0,6387,0.5049182809448242,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00150000,2025-10-03 18:54:07+00:00,150.0,117.56,115.5,116.4,0.0,0.0,5.0,1624,0.49597671997070314,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00155000,2025-10-02 16:18:58+00:00,155.0,112.5,110.7,112.85,0.0,0.0,3.0,141,0.49869275726318363,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00160000,2025-10-06 17:31:12+00:00,160.0,106.81,106.6,107.65,-1.840004,-1.693515,1.0,656,0.4723868679809571,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00165000,2025-10-06 15:26:32+00:00,165.0,103.4,102.35,103.35,2.5999985,2.5793636,1.0,342,0.4614616842651368,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00170000,2025-10-03 19:41:04+00:00,170.0,99.6,98.1,99.15,0.0,0.0,686.0,736,0.4517571914672852,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00175000,2025-10-06 17:31:12+00:00,175.0,93.95,94.0,94.45,-0.25,-0.26539278,3.0,1535,0.43436234588623046,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00180000,2025-10-06 16:36:44+00:00,180.0,90.52,89.8,90.3,-1.0800018,-1.1790413,6.0,873,0.4248714739990235,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00185000,2025-10-06 19:53:29+00:00,185.0,86.18,85.45,86.1,-0.66999817,-0.77144295,8.0,696,0.4142972389221191,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00190000,2025-10-06 18:06:34+00:00,190.0,81.34,81.55,82.05,-1.590004,-1.9172844,8.0,923,0.4052946434020996,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00195000,2025-10-06 16:40:32+00:00,195.0,77.79,77.5,78.0,-1.3600006,-1.7182572,31.0,721,0.3958190301513672,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00200000,2025-10-06 18:38:55+00:00,200.0,73.3,73.65,74.15,-1.7199936,-2.2927134,47.0,13075,0.38825074645996094,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00210000,2025-10-06 17:39:35+00:00,210.0,65.96,66.1,66.35,-1.6100006,-2.3827152,25.0,2423,0.3702760726928711,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00220000,2025-10-06 19:48:27+00:00,220.0,59.18,58.8,59.1,-0.9700012,-1.612637,44.0,7584,0.3559329544067382,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00230000,2025-10-06 19:30:31+00:00,230.0,51.91,52.0,52.2,-0.8899994,-1.6856049,50.0,9151,0.34242906112670896,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00240000,2025-10-06 19:20:40+00:00,240.0,45.6,45.5,45.75,-0.9000015,-1.9354872,66.0,7684,0.3303137037658691,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00250000,2025-10-06 19:59:29+00:00,250.0,39.68,39.5,39.7,-0.43999863,-1.0967065,136.0,10626,0.31874765731811516,True,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00260000,2025-10-06 19:23:58+00:00,260.0,34.05,34.0,34.25,-0.54999924,-1.5895933,551.0,12033,0.3092415267944336,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00270000,2025-10-06 19:55:44+00:00,270.0,29.35,29.0,29.2,-0.44999886,-1.5100633,154.0,6080,0.29976591354370113,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00280000,2025-10-06 19:54:11+00:00,280.0,24.85,24.55,24.75,-0.049999237,-0.20080015,1085.0,8527,0.29195349166870105,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00290000,2025-10-06 17:31:37+00:00,290.0,20.49,20.45,20.8,-0.6100006,-2.8909981,51.0,2167,0.28490400161743157,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00300000,2025-10-06 19:30:57+00:00,300.0,17.25,17.25,17.35,-0.10000038,-0.5763711,1220.0,17358,0.2786937365722656,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00310000,2025-10-06 17:21:19+00:00,310.0,14.28,14.15,14.4,-0.22000027,-1.5172433,40.0,2075,0.27352105880737304,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00320000,2025-10-06 17:21:48+00:00,320.0,11.82,11.7,11.95,-0.1800003,-1.5000025,193.0,7332,0.26972165832519535,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00330000,2025-10-06 18:48:33+00:00,330.0,9.7,9.65,9.95,-0.15000057,-1.5228484,32.0,3843,0.2672802764892578,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00340000,2025-10-06 19:41:51+00:00,340.0,8.08,7.95,8.15,-0.14000034,-1.7031671,234.0,1037,0.26389285919189454,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00350000,2025-10-06 19:34:15+00:00,350.0,6.69,6.55,6.7,-0.029999733,-0.4464246,44.0,8136,0.26163458099365233,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00360000,2025-10-06 19:38:29+00:00,360.0,5.52,5.4,5.55,0.07999992,1.4705868,6.0,2323,0.26047492462158206,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00370000,2025-10-03 18:27:51+00:00,370.0,4.6,4.45,4.6,0.01999998,0.43668082,3.0,2668,0.2596814755249024,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00380000,2025-10-06 16:29:19+00:00,380.0,3.7,3.65,3.8,-0.14999986,-3.8961003,6.0,1243,0.25888802642822273,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00390000,2025-10-03 15:54:25+00:00,390.0,3.25,3.05,3.15,0.0,0.0,101.0,1161,0.2584913018798829,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00400000,2025-10-06 17:26:58+00:00,400.0,2.58,2.54,2.62,0.0,0.0,281.0,2523,0.25843026733398444,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00410000,2025-10-06 18:28:12+00:00,410.0,2.14,2.13,2.19,0.03000021,1.421811,3.0,1214,0.2587354400634766,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00420000,2025-10-06 18:34:50+00:00,420.0,1.85,1.77,1.85,-0.00999999,-0.5376339,5.0,1821,0.25952888916015626,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00430000,2025-10-06 17:24:06+00:00,430.0,1.51,1.5,1.56,-0.00999999,-0.65789413,21.0,642,0.2602613037109375,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00440000,2025-10-06 16:37:43+00:00,440.0,1.27,1.27,1.33,-0.00999999,-0.7812493,8.0,1469,0.26142096008300786,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115C00450000,2025-10-06 19:38:11+00:00,450.0,1.12,1.08,1.14,0.00999999,0.9009,192.0,16999,0.26270268554687504,False,REGULAR,USD,2027-01-15,C,2025-10-06
AAPL270115P00005000,2025-09-30 15:45:30+00:00,5.0,0.02,0.0,0.02,0.0,0.0,1.0,1055,1.125004375,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00010000,2025-10-03 18:55:19+00:00,10.0,0.03,0.0,0.27,0.0,0.0,1.0,142,1.1757853710937498,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00015000,2025-10-01 13:32:55+00:00,15.0,0.02,0.0,0.27,0.0,0.0,1.0,82,1.015629921875,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00020000,2025-10-06 17:39:37+00:00,20.0,0.01,0.0,0.04,-0.01,-50.0,1.0,3437,0.7500025,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00025000,2025-10-06 17:39:43+00:00,25.0,0.01,0.0,0.26,0.0,0.0,3.0,2620,0.8183611914062499,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00030000,2025-09-18 18:28:00+00:00,30.0,0.01,0.0,0.06,-0.04,-80.00001,2.0,33,0.648441015625,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00035000,2025-09-18 18:28:14+00:00,35.0,0.06,0.01,0.07,0.0,0.0,1.0,20,0.6171913281250001,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00040000,2025-09-23 14:35:51+00:00,40.0,0.05,0.05,0.09,0.0,0.0,30.0,1022,0.6084023535156251,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00045000,2025-09-18 18:29:06+00:00,45.0,0.1,0.03,0.11,0.0,0.0,1.0,85,0.570316796875,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00050000,2025-09-23 17:19:53+00:00,50.0,0.09,0.07,0.13,0.0,0.0,151.0,2241,0.5566450585937501,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00060000,2025-10-03 19:50:17+00:00,60.0,0.16,0.15,0.19,0.0,0.0,6.0,571,0.526371923828125,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00070000,2025-09-25 19:36:32+00:00,70.0,0.24,0.21,0.27,0.019999996,9.090907,2.0,150,0.500005,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00080000,2025-10-06 13:58:57+00:00,80.0,0.35,0.31,0.36,-0.02000001,-5.405408,3.0,700,0.4682670361328125,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00085000,2025-10-06 14:01:16+00:00,85.0,0.37,0.37,0.4,-0.030000001,-7.5,2.0,162,0.4519097778320313,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00090000,2025-09-29 14:15:33+00:00,90.0,0.46,0.43,0.49,0.0,0.0,1.0,1582,0.44287666503906253,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00095000,2025-09-18 18:32:19+00:00,95.0,0.5,0.51,0.57,-0.100000024,-16.66667,1.0,901,0.43115803222656257,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00100000,2025-10-06 18:16:46+00:00,100.0,0.6,0.61,0.63,-0.01999998,-3.2258034,502.0,3498,0.41699801757812494,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00105000,2025-10-06 18:44:43+00:00,105.0,0.74,0.71,0.77,0.0,0.0,2.0,2351,0.4102842175292969,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00110000,2025-09-26 14:38:01+00:00,110.0,0.83,0.82,0.88,0.0,0.0,2.0,383,0.39978627563476565,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00115000,2025-09-29 13:50:26+00:00,115.0,0.98,0.96,1.01,0.0,0.0,1.0,880,0.39014281738281253,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00120000,2025-10-01 15:48:42+00:00,120.0,1.11,1.11,1.17,0.0,0.0,1.0,2516,0.38172005004882803,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00125000,2025-10-06 19:13:32+00:00,125.0,1.29,1.28,1.34,0.00999999,0.7812493,2.0,795,0.3729921099853516,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00130000,2025-10-06 18:27:40+00:00,130.0,1.49,1.47,1.53,0.029999971,2.0547924,4.0,3751,0.36463037719726565,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00135000,2025-10-01 16:37:17+00:00,135.0,1.65,1.69,1.75,0.0,0.0,2.0,1486,0.3567569207763671,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00140000,2025-10-06 18:16:20+00:00,140.0,2.01,1.94,2.01,0.120000005,6.3492064,2.0,2106,0.3497379479980468,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00145000,2025-10-01 18:58:51+00:00,145.0,2.15,2.21,2.27,0.0,0.0,5.0,11347,0.34180345703125,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00150000,2025-10-06 19:48:59+00:00,150.0,2.57,2.52,2.59,0.049999952,1.9841251,145.0,4027,0.3350896569824219,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00155000,2025-10-03 19:50:12+00:00,155.0,2.82,2.87,2.94,-0.00999999,-0.35335657,8.0,680,0.3283758569335937,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00160000,2025-10-06 18:56:11+00:00,160.0,3.26,3.2,3.35,0.059999943,1.8749982,27.0,5728,0.3223944714355468,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00165000,2025-10-06 14:36:09+00:00,165.0,3.59,3.65,3.75,-0.05000019,-1.3736316,11.0,3692,0.31519239501953117,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00170000,2025-10-03 17:17:24+00:00,170.0,4.15,4.15,4.25,0.1500001,3.7500024,2.0,8426,0.3094551477050781,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00175000,2025-10-06 18:11:54+00:00,175.0,4.82,4.6,4.8,0.34000015,7.589289,1.0,3204,0.3037484176635742,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00180000,2025-10-06 13:48:34+00:00,180.0,5.3,5.25,5.4,0.14000034,2.713185,251.0,8665,0.2980416876220703,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00185000,2025-10-02 13:39:26+00:00,185.0,6.01,5.9,6.05,0.0,0.0,1.0,4607,0.29224340576171864,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00190000,2025-10-03 19:01:08+00:00,190.0,6.46,6.55,6.75,0.0,0.0,25.0,7138,0.2863230548095703,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00195000,2025-10-02 18:26:17+00:00,195.0,7.25,7.4,7.55,0.0,0.0,22.0,2318,0.280982532043457,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00200000,2025-10-06 18:41:54+00:00,200.0,8.35,8.2,8.4,0.35000038,4.375005,1028.0,17476,0.27539787109374997,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00210000,2025-10-06 17:15:43+00:00,210.0,10.25,10.15,10.45,0.28999996,2.9116461,2.0,10563,0.2657238955688477,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00220000,2025-10-06 16:27:49+00:00,220.0,12.5,12.5,12.8,0.1800003,1.4610415,1004.0,10161,0.25545483322143564,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00230000,2025-10-03 18:06:59+00:00,230.0,15.3,15.4,15.6,-0.010000229,-0.06531828,1.0,4091,0.24576559906005857,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00240000,2025-10-06 17:09:43+00:00,240.0,18.9,18.6,18.8,0.8599987,4.7671766,1500.0,5452,0.23564912307739255,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00250000,2025-10-06 19:20:58+00:00,250.0,22.55,22.35,22.55,0.75,3.440367,9.0,4421,0.2260666993713379,False,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00260000,2025-10-06 16:20:21+00:00,260.0,26.4,26.65,26.85,0.44999886,1.7340996,611.0,2478,0.216530051574707,True,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00270000,2025-10-06 16:30:55+00:00,270.0,31.35,31.5,31.7,0.6700001,2.1838334,13.0,1903,0.20662719650268552,True,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00280000,2025-10-06 18:38:06+00:00,280.0,37.35,36.35,37.25,1.1899986,3.2909255,12.0,836,0.19730416961669922,True,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00290000,2025-10-06 19:23:16+00:00,290.0,43.55,42.25,43.45,0.6399994,1.4914924,61.0,748,0.1878895909118652,True,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00300000,2025-10-06 19:22:34+00:00,300.0,50.43,49.95,50.25,1.4300003,2.9183679,53.0,339,0.17765104583740232,True,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00310000,2025-10-06 16:59:48+00:00,310.0,57.07,57.35,57.7,0.8600006,1.529978,4.0,63,0.16684793121337893,True,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00320000,2025-10-06 16:41:20+00:00,320.0,65.18,65.45,65.8,1.3800011,2.163011,2.0,73,0.15552602294921875,True,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00330000,2025-10-06 18:04:14+00:00,330.0,74.78,74.1,74.5,2.0599976,2.83278,2.0,45,0.14331911376953127,True,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00340000,2025-10-06 19:09:50+00:00,340.0,83.77,83.35,83.75,1.9899979,2.4333553,1.0,14,0.13080703186035153,True,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00350000,2025-10-06 19:09:50+00:00,350.0,93.58,91.8,94.65,-0.7999954,-0.8476324,1.0,5,0.17231052307128908,True,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00360000,2025-10-01 15:44:50+00:00,360.0,104.33,101.85,104.65,0.0,0.0,,0,0.1840901904296875,True,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00370000,2025-01-06 17:52:11+00:00,370.0,125.25,140.65,144.35,0.0,0.0,,0,0.5236406278991699,True,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00390000,2025-08-08 16:42:16+00:00,390.0,161.0,133.5,135.75,0.0,0.0,40.0,0,0.2447585290527344,True,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00400000,2025-08-08 13:55:32+00:00,400.0,179.0,143.5,145.75,0.0,0.0,10.0,0,0.2555616436767578,True,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00410000,2024-12-10 14:30:05+00:00,410.0,162.74,171.3,175.1,0.0,0.0,,0,0.5133410482788084,True,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00420000,2025-09-22 15:20:28+00:00,420.0,165.0,161.95,164.65,0.0,0.0,20.0,0,0.24585715087890625,True,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00430000,2024-11-14 16:22:45+00:00,430.0,203.3,179.5,184.5,0.0,0.0,3.0,0,0.42380336944580077,True,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00440000,2025-07-31 13:57:29+00:00,440.0,231.0,183.45,185.8,0.0,0.0,4.0,0,0.29633272033691405,True,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270115P00450000,2025-06-09 16:26:33+00:00,450.0,245.9,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2027-01-15,P,2025-10-06
AAPL270617C00050000,2025-09-24 14:05:00+00:00,50.0,205.48,207.6,211.15,0.0,0.0,5.0,10,0.8002949658203125,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00055000,2025-06-11 17:44:33+00:00,55.0,148.46,158.6,159.95,0.0,0.0,2.0,4,1.0000000000000003e-05,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00060000,2025-08-21 16:52:27+00:00,60.0,167.54,196.7,200.35,0.0,0.0,1.0,4,0.6569858520507813,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00065000,2025-09-29 19:37:35+00:00,65.0,193.0,193.6,197.2,0.0,0.0,1.0,4,0.726565234375,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00070000,2025-04-09 14:33:03+00:00,70.0,116.0,131.9,136.5,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00075000,2025-07-21 16:21:46+00:00,75.0,143.0,182.8,186.5,0.0,0.0,1.0,42,0.6203651245117189,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00080000,2025-09-23 16:22:39+00:00,80.0,180.6,179.75,183.3,0.0,0.0,1.0,231,0.6655917230224611,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00085000,2025-06-05 19:10:31+00:00,85.0,124.85,132.5,136.55,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00090000,2025-07-30 17:14:51+00:00,90.0,124.8,169.05,172.75,0.0,0.0,3.0,15,0.582462671508789,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00095000,2025-09-22 18:01:52+00:00,95.0,165.15,166.0,169.35,0.0,0.0,1.0,40,0.6107216662597659,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00100000,2025-10-01 17:43:32+00:00,100.0,162.64,161.45,165.05,0.0,0.0,2.0,135,0.5985147570800782,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00105000,2025-09-22 14:51:26+00:00,105.0,155.0,156.9,160.35,0.0,0.0,1.0,30,0.5810588769531251,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00110000,2025-10-02 15:33:48+00:00,110.0,154.5,152.4,155.8,0.0,0.0,5.0,42,0.5664105859375,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00115000,2025-09-23 15:26:15+00:00,115.0,148.0,148.4,151.25,0.0,0.0,1.0,101,0.5574385076904298,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00120000,2025-08-08 17:44:40+00:00,120.0,118.4,142.2,145.5,0.0,0.0,12.0,73,0.5116320809936524,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00125000,2025-09-22 19:57:08+00:00,125.0,140.33,139.5,141.8,0.0,0.0,1.0,111,0.5257615783691407,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00130000,2025-09-26 15:36:59+00:00,130.0,135.57,135.2,137.35,0.0,0.0,1.0,228,0.5143481182861327,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00135000,2025-09-25 17:13:26+00:00,135.0,129.05,130.1,133.25,0.0,0.0,1.0,94,0.5261277856445312,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00140000,2025-09-22 18:02:22+00:00,140.0,124.98,126.05,128.5,0.0,0.0,2.0,239,0.5072070764160157,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00145000,2025-10-02 18:52:46+00:00,145.0,124.02,121.45,124.2,0.0,0.0,1.0,119,0.4957936163330079,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00150000,2025-10-03 19:38:36+00:00,150.0,119.69,117.95,119.35,0.0,0.0,1.0,190,0.4761099752807617,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00155000,2025-10-03 14:39:07+00:00,155.0,115.69,114.0,114.95,0.0,0.0,1.0,152,0.46344530700683595,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00160000,2025-09-25 15:17:51+00:00,160.0,107.89,109.65,110.6,0.0,0.0,10.0,205,0.4514825360107422,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00165000,2025-09-25 13:30:02+00:00,165.0,103.0,105.7,106.5,0.0,0.0,1.0,170,0.4427240786743164,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00170000,2025-10-02 17:01:46+00:00,170.0,102.67,101.4,102.4,0.0,0.0,3.0,234,0.43362993133544925,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00175000,2025-10-03 14:39:07+00:00,175.0,99.21,97.4,98.35,0.0,0.0,1.0,259,0.4248714739990235,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00180000,2025-10-06 18:29:46+00:00,180.0,93.47,93.3,94.2,-1.9700012,-2.0641253,6.0,975,0.41463292892456055,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00185000,2025-10-03 19:08:45+00:00,185.0,91.1,89.6,90.3,0.0,0.0,4.0,147,0.4069578347778321,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00190000,2025-10-06 18:30:00+00:00,190.0,85.71,85.8,86.35,-1.5599976,-1.7875532,9.0,664,0.39836722244262696,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00195000,2025-10-06 18:26:38+00:00,195.0,81.88,82.0,82.55,-1.4800034,-1.7754359,6.0,348,0.390982042388916,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00200000,2025-10-06 19:40:17+00:00,200.0,78.5,78.3,78.75,-0.8600006,-1.0836701,14.0,7226,0.38318487915039057,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00210000,2025-10-06 18:25:22+00:00,210.0,70.8,70.95,71.55,-1.0499954,-1.4613715,5.0,4135,0.3701387449645996,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00220000,2025-10-06 18:28:01+00:00,220.0,64.4,64.15,64.6,-0.22000122,-0.34045374,7.0,2662,0.3574435594177246,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00230000,2025-10-06 16:21:13+00:00,230.0,58.0,57.55,58.05,-0.70000076,-1.1925056,17.0,2963,0.3461521684265136,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00240000,2025-10-06 18:31:17+00:00,240.0,51.55,51.4,51.75,-0.54999924,-1.0556607,45.0,1011,0.3347539669799804,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00250000,2025-10-06 17:49:34+00:00,250.0,45.1,45.6,45.9,-1.5100021,-3.2396526,234.0,2089,0.3246985255432128,True,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00260000,2025-10-06 18:00:53+00:00,260.0,40.4,40.2,40.5,-0.69999695,-1.7031556,60.0,1655,0.3157569645690917,False,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00270000,2025-10-06 19:49:23+00:00,270.0,35.58,35.3,35.55,-0.36999893,-1.0292042,151.0,1211,0.30776143905639647,False,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00280000,2025-10-06 19:11:50+00:00,280.0,30.85,30.8,31.05,-0.6499996,-2.0634909,17.0,893,0.3006509144592285,False,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00290000,2025-10-06 19:54:09+00:00,290.0,27.0,26.7,27.0,-0.48999977,-1.7824656,23.0,1028,0.294379614868164,False,REGULAR,USD,2027-06-17,C,2025-10-06
AAPL270617C00300000,2025-10-06 19:14:54+00:00,300.0,23.3,23.1,23.35,-0.52000046,-2.1830413,99.0,4008,0.28861185028076164,False,REGULAR,USD,2027-06-17,C,2025-10-06
